ConstituentID,DisplayName,ArtistBio,Nationality,Gender,BeginDate,EndDate
22668,Toyo Tire Cord Co. Ltd.,Japanese,Japanese,do not identify,0,0
22669,Franz Ackermann,"German, born 1963",German,male,1963,0
22672,Ingrid Calame,"American, born 1968",American,female,1968,0
22676,Hendrik Van Keppel,"American, 1914–1980s",American,male,1914,1985
22677,Taylor Green,"American, 1914–1990s",American,male,1914,1995
22683,Iran do Espirito Santo,"Brazilian, born 1963",Brazilian,male,1963,0
22697,Brad Kahlhamer,"American, born 1956",American,male,1956,0
22701,Olga De Amaral,"Colombian, born 1932",Colombian,female,1932,0
22715,Laura Owens,"American, born 1970",American,female,1970,0
22719,Manfred Pernice,"German, born 1963",German,male,1963,0
22722,Alessandro Pessoli,"Italian, born 1963",Italian,male,1963,0
22724,Shirazeh Houshiary,"British and Iranian, born Iran 1955",British,female,1955,0
22737,Dan Asher,"American, 1947–2010",American,male,1947,2010
22738,Nancy Haynes,"American, born 1947",American,female,1947,0
22739,David Jeffrey,"American, born 1956",American,male,1956,0
22740,Linda Lynch,"American, born 1958",American,female,1958,0
22744,Bruno Rousselot,"French, born 1957",French,male,1957,0
22747,Mark Sheinkman,"American, born 1963",American,male,1963,0
22750,Juul Kraijer,"Dutch, born 1970",Dutch,male,1970,0
22751,Chris Finley,"American, born 1971",American,male,1971,0
22783,Ayse Sulan Kolatan,"American, born Turkey 1958",American,do not identify,1958,0
22800,Hermann Finsterlin,"German, 1887–1973",German,male,1887,1973
22801,Charles Forberg,American,American,male,0,0
22825,Art Zaaijer,"Dutch, born 1958",Dutch,male,1958,0
22826,Xaveer de Geijter,"Belgian, born 1957",Belgian,male,1957,0
22827,Georges Heinz,"French, born 1959",French,male,1959,0
22828,Heike Lohmann,"German, born 1960",German,female,1960,0
22829,Alex Wall,"American, born 1948",American,male,1948,0
22830,Christophe Cornubert,"American, born 1963",American,male,1963,0
22831,Ramon Klein,"American, born 1957",American,male,1957,0
22836,Gro Bonesmo,"Norwegian, born 1963",Norwegian,female,1963,0
22837,Julien Monfort,"French, born 1968",French,male,1968,0
22838,Yo Yamagata,"Japanese, born 1962",Japanese,male,1962,0
22839,Jeanne Gang,"American, born 1964",American,female,1964,0
22840,Chris Dondorp,"Dutch, born 1970",Dutch,male,1970,0
22845,Renzo Piano Building Workshop,"Italian, established 1980",Italian,do not identify,1980,0
22848,Mark Wamble,"American, born 1959",American,male,1959,0
22870,Laure Albin-Guillot,"French, 1878–1962",French,female,1878,1962
22884,Andrew Zago,"American, born 1958",American,male,1958,0
22891,Lúcio Costa,"Brazilian, born France. 1902–1998",Brazilian,male,1902,1998
22892,Carlos Leão,"Brazilian, 1906 – 1983",Brazilian,male,1906,1983
22893,Jorge Machado Moreira,"Brazilian, 1904–1992",Brazilian,male,1904,1992
22894,Affonso Eduardo Reidy,"Brazilian, born France. 1909–1964",Brazilian,male,1909,1964
22895,Ernâni Vasconcelos,"Brazilian, 1912 – 1989",Brazilian,male,1912,1989
22897,Kevin Roche,"Irish-American, 1922–2019",American,male,1922,2019
22898,John Dinkeloo,"American, 1918–1981",American,male,1918,1981
22899,Paul Schweikher,"American, 1903–1997",American,male,1903,1997
22934,Mark Mills,"American, 1939–2010",American,male,1939,2010
22935,Matthew Ritchie,"British, born 1964",British,male,1964,0
22936,Darren Almond,"British, born 1971",British,male,1971,0
22938,Jørn Utzon,"Danish, 1918–2008",Danish,male,1918,2008
22939,Jim Lambie,"Scottish, born 1964",Scottish,male,1964,0
22941,Acharya Vyakul,"Indian, 1930–2000",Indian,male,1930,2000
22945,William Sharples,"American, born 1963",American,male,1963,0
22950,Max Lenz,"Swiss, born 1918",Swiss,male,1918,0
22953,George Krikorian,"American, 1914–1977",American,male,1914,1977
22955,David Walter Beck,"American, 1915–2001",American,male,1915,2001
22959,Nason & Moretti Studio,Italian,Italian,do not identify,0,0
22960,"Symanka Karbaum/Scharf Hagelbergerstr, Berlin",German,German,do not identify,0,0
22961,"H.E. Lauffer Co., Inc., West Germany (now Germany)",German,German,do not identify,0,0
22971,Laylah Ali,"American, born 1968",American,female,1968,0
22972,Davor Vrankic,"Croatian, born 1965",Croatian,male,1965,0
22974,Mendell & Oberer,"German, founded 1961",German,do not identify,1961,0
22975,Klaus Oberer,"Swiss, born 1937",Swiss,male,1937,0
22980,Mark Lombardi,"American, 1951–2000",American,male,1951,2000
22982,Eugen Kirchner,"German, 1865–1938",German,male,1865,1938
22983,Tacita Dean,"British, born 1965",British,female,1965,0
22989,William H. Johnson,"American, 1901–1970",American,male,1901,1970
22997,Ibrahim Miranda,"Cuban, born 1969",Cuban,male,1969,0
22999,Sarah Morris,"American, born 1967",American,female,1967,0
23005,James Siena,"American, born 1957",American,male,1957,0
23007,Jessica Stockholder,"American, born 1959",American,female,1959,0
23016,Ken Lum,"Canadian, born 1956",Canadian,male,1956,0
23025,Barbara Ambrosz,"Austrian, born 1972",Austrian,female,1972,0
23026,"Glasatelier Steinschoenau, Austria",Austrian,Austrian,do not identify,0,0
23028,Tibor Kalman,"American, born Hungary. 1949–1999",American,male,1949,1999
23044,Studio Gruppo 14,Italian,Italian,do not identify,0,0
23052,Anthony Maglica,"American, born 1930",American,male,1930,0
23053,"Mag Instrument, Inc., Ontario, CA",est. 1955,American,do not identify,1955,0
23055,Carl Hugo Pott,"German, 1906–1985",German,male,1906,1985
23056,W. D. Slater,"British, born 1923",British,do not identify,1923,0
23089,"Pizzi & Pizio, Milan-Rome",Italian,Italian,do not identify,0,0
23207,Erich Ludwig Stahl,German,German,male,0,0
23251,Thomas Leeser,"German, born 1952",German,male,1952,0
23253,Preston Scott Cohen,"American, born 1961",American,male,1961,0
23257,Michael Maltzan,"American, born 1959",American,male,1959,0
23259,UN Studio Van Berkel & Bos,"Dutch, established 1988",Dutch,do not identify,1988,0
23260,Caroline Bos,"Dutch, born 1959",Dutch,female,1959,0
23262,Ronan Bouroullec,"French, born 1971",French,male,1971,0
23263,Erwan Bouroullec,"French, born 1976",French,male,1976,0
23264,Claudy Jongstra,"Dutch, born 1963",Dutch,female,1963,0
23267,Yuh Okano,"Japanese, born 1965",Japanese,male,1965,0
23270,Henk Stallinga,"Dutch, born 1962",Dutch,male,1962,0
23315,Mstislav Dobuzhinskii,"Russian–Lithuanian, 1875–1952","Russian, Lithuanian",male,1875,1952
23344,"Silicon Systems, Inc.",American,American,do not identify,0,0
23346,Spencer Silver,"American, born 1941",American,male,1941,0
23348,Per-Olof Nyström,"Finnish, 1925 – 1996",Finnish,male,1925,1996
23349,Unidentified Designer,Finnish,Finnish,do not identify,0,0
23361,Weber,Nationality unknown,Nationality unknown,do not identify,0,0
23362,Alfred Willimann,"Swiss, 1900–1957",Swiss,male,1900,1957
23367,Viktor Bart,"Russian, 1887–1954",Russian,male,1887,1954
23377,Lev Zak,"Russian, 1892–1980",Russian,male,1892,1980
23383,G. Robz,Russian,Russian,do not identify,0,0
23390,Unidentified Artist,Nationality unknown,Nationality unknown,do not identify,0,0
23392,Karin Apollonia Müller,"German, born 1963",German,female,1963,0
23397,P. Bakharev,Russian,Russian,do not identify,0,0
23402,Craigie Horsfield,"British, born 1949",British,male,1949,0
23413,Aristarkh Lentulov,"Russian, 1882–1943",Russian,male,1882,1943
23416,Jose Burges,"American, born 1971",American,male,1971,0
23417,Robert Delgado,"American, born 1971",American,male,1971,0
23418,Richard Lulo,"American, 1971–1988",American,male,1971,1988
23419,Nelson Montes,"American, born 1972",American,male,1972,0
23420,Carlos Rivera,"American, born 1971",American,male,1971,0
23421,Christina Ramberg,"American, 1946–1995",American,female,1946,1995
23426,Elsa Fischer-Treyden,"German, born Russia. 1901–1995",German,female,1901,1995
23427,Margret Hildebrand,"German, 1917–1998",German,female,1917,1998
23439,Lev Bruni,"Russian, 1894–1947",Russian,male,1894,1947
23503,Kseniia Boguslavskaia,"Russian, 1892–1972",Russian,female,1892,1972
23504,Vladimir Kozlinskii,"Russian,  1891–1967",Russian,male,1891,1967
23519,Vasyl Yermilov,"Ukrainian, 1894–1968",Ukrainian,male,1894,1968
23522,Mane-Katz,"Ukrainian, 1894–1962",Ukrainian,male,1894,1962
23528,Lado Gudiashvili,"Georgian, 1896–1980",Georgian,male,1896,1980
23546,Norsaki Yokosuka,Japanese,Japanese,male,0,0
23613,Aleksandr Bazhbeuk-Melikov,"Russian, 1891–1966",Russian,male,1891,1966
23630,Nikolai Chernyshev,"Russian, 1885–1973",Russian,male,1885,1973
23631,Sergei Gerasimov,"Russian, 1885–1964",Russian,male,1885,1964
23633,Georgii Echeistov,"Russian, 1897–1946",Russian,male,1897,1946
23665,Solomon Iudovin,"Russian, 1892–1954",Russian,male,1892,1954
23706,Il'ia Chashnik,"Russian, 1902–1929",Russian,male,1902,1929
23723,Viktor Pal'mov,"Russian, 1888–1929",Russian,male,1888,1929
23778,Iosef Chaikov,"Russian, 1888–1979",Russian,male,1888,1979
23811,Aleksei Kravchenko,"Russian, 1889–1940",Russian,male,1889,1940
23842,Mykhailo Semenko,"Ukrainian, 1892–1937",Ukrainian,male,1892,1937
23881,Viola Gråsten,"Swedish, born Finland. 1910–1994",Swedish,female,1910,1994
23893,Ignatii Nivinskii,"Russian, 1881–1933",Russian,male,1881,1933
23922,Samuil Adlivankin,"Russian, 1897–1966",Russian,male,1897,1966
23931,B. Efimov,"Russian, 1900–2008",Russian,male,1900,2008
23932,Boris Ender,"Russian, 1893–1960",Russian,male,1893,1960
23943,Ruvim Mazel,"Russian, 1890–1964",Russian,male,1890,1964
23956,Nikolai Sokolov,"Russian, 1903–2000",Russian,male,1903,2000
23962,John Shaw Smith,"Irish, 1811–1873",Irish,male,1811,1873
23980,Galina Dmitrievna Chichagova,"Russian, 1891 – 1966",Russian,female,1891,1966
23981,Olga Dmitrievna Chichagova,"Russian, 1886 – 1958",Russian,female,1886,1958
23990,Evgenii Belukha,"Russian, 1889–1943",Russian,male,1889,1943
24018,Alexander Liubimov,"Russian, 1879–1955",Russian,male,1879,1955
24029,Il'ia Mashkov,"Russian, 1881–1944",Russian,female,1881,1944
24142,K. A. Aivazovskii,Russian,Russian,do not identify,0,0
24162,Nisson Shifrin,Russian,Russian,male,0,0
24165,Dmitrii Moor,"Russian, 1883–1946",Russian,male,1883,1946
24168,Ottomar Anschütz,"German, 1846–1907",German,male,1846,1907
24211,Anatol' Petryts'kyi,"Ukrainian, 1895–1964",Ukrainian,male,1895,1964
24257,Evgeniia Evenbakh,"Russian, 1889–1981",Russian,female,1889,1981
24316,Viktor Nikolaevich Deni,"Russian, 1893–1946",Russian,male,1893,1946
24341,Ivan Leonidov,"Russian, 1902–1959",Russian,male,1902,1959
24376,Marianne Breslauer,"German, 1909–2001",German,female,1909,2001
24385,Aleksandr Deineka,"Russian, 1899–1969",Russian,male,1899,1969
24394,Aurel Bauh,"French, born Romania. 1900–1964",French,male,1900,1964
24396,Lotte Beese,"German, 1903–1988",German,female,1903,1988
24401,Georges Blanc,French,French,male,0,0
24413,Karl Blossfeldt,"German, 1865–1932",German,male,1865,1932
24414,Théo Blanc,"French, 1891–1985",French,male,1891,1985
24425,Jacques-André Boiffard,"French, 1902–1961",French,male,1902,1961
24427,Edmund Collein,"German, 1906–1992",German,male,1906,1992
24428,Heinz Loew,"German, 1903–1981",German,male,1903,1981
24429,Erich Comeriner,"German, born Austria. 1907–1978",German,male,1907,1978
24430,Marjorie Content,"American, 1895–1984",American,female,1895,1984
24431,Horacio Coppola,"Argentine, 1906–2012",Argentine,male,1906,2012
24434,Wenda Gu,"Chinese, born 1955",Chinese,male,1955,0
24450,Semyon Fridlyand,"Russian, 1905–1964",Russian,male,1905,1964
24452,Sigurd Lewerentz,Swedish,Swedish,male,0,0
24455,Jaroslava Hatláková,"Czech, 1904–1989",Czech,female,1904,1989
24457,Irene Hoffmann,"German, 1903–1971",German,female,1903,1971
24458,Reinhard & Hofmeister,American,American,do not identify,0,0
24459,Olga Deineko,"Russian, born Ukraine. 1897–1970",Russian,female,1897,1970
24462,Peter A. Juley,"American, born Germany. 1862–1937",American,male,1862,1937
24463,Roman Karmen,"Russian, 1906–1978",Russian,male,1906,1978
24465,István Kerny,"Hungarian, 1879–1963",Hungarian,male,1879,1963
24468,Edmund Kesting,"German, 1892–1970",German,male,1892,1970
24470,Imre Kinszki,"Hungarian, 1901–1945",Hungarian,male,1901,1945
24474,Fred Korth,"American, born Germany. 1902–1983",American,male,1902,1983
24477,Jiří Lehovec,"Czech, 1909–1995",Czech,male,1909,1995
24490,Otto Lindig,"German, 1895–1966",German,male,1895,1966
24495,Eli Lotar,"French, 1905–1969",French,male,1905,1969
24500,Felix H. Man,"British, born Germany. 1893–1985",British,male,1893,1985
24502,Ber Blank,"Russian, 1897–1957",Russian,male,1897,1957
24505,Werner Mantz,"German, 1901–1983",German,male,1901,1983
24511,Hannes Meyer,"Swiss, 1889–1954",Swiss,male,1889,1954
24512,Avenir Chernomordik,"Russian, 1897–1991",Russian,male,1897,1991
24515,Lee Miller,"American, 1907–1977",American,male,1907,1977
24529,Jean Moral,"French, 1906–1999",French,male,1906,1999
24532,Adolf Navara,"Czech, active c. 1930s",Czech,male,0,0
24533,Oskar Nerlinger,"German, 1893–1969",German,male,1893,1969
24535,Gyula Pap,"Hungarian, 1899–1983",Hungarian,male,1899,1983
24538,József Pécsi,"Hungarian, 1889–1956",Hungarian,male,1889,1956
24540,Robert Petschow,"German, 1888–1945",German,male,1888,1945
24551,Edward W. Quigley,"American, 1898–1977",American,male,1898,1977
24555,Frieda Gertrud Riess,"German, 1890–1957",German,female,1890,1957
24570,Albert Rudomine,"French, born Ukraine. 1892–1975",French,male,1892,1975
24572,Gregor Schneider,"German, born 1969",German,male,1969,0
24573,Sasha Stone,"American, born Russia. 1895–1940",American,male,1895,1940
24574,Stefan Themerson,"British, born Poland. 1910–1988",American,male,1910,1988
24575,Dziga Vertov,"Russian, born Russian Empire (now Poland). 1896–1954",Russian,male,1896,1954
24576,František Vobecký,"Czech, 1902–1991",Czech,male,1902,1991
24577,Wanda Wulz,"Italian, 1903–1984",Italian,female,1903,1984
24578,Iwao Yamawaki,"Japanese, 1898–1987",Japanese,male,1898,1987
24579,Yva (Else Ernestine Neuländer),"German, 1900–1942",German,female,1900,1942
24580,Willy Zielke,"German, 1902–1989",German,male,1902,1989
24581,Gertrud Arndt,"German, 1903–2000",German,female,1903,2000
24582,Irene Bayer-Hecht,"American, 1898–1991",American,female,1898,1991
24583,Vasili Elkin,"Russian, 1897–1991",Russian,male,1897,1991
24584,Gertrude LeRoy Brown,"American, c. 1870–1934",American,female,1870,1934
24585,Clarence Sinclair Bull,"American, 1896–1979",American,male,1896,1979
24586,Alma Siedhoff-Buscher,"German, 1899–1944",German,female,1899,1944
24588,Lore Feininger,"German, 1901–1991",German,female,1901,1991
24589,Hans Finsler,"Swiss, 1891–1972",Swiss,male,1891,1972
24590,Karl Grill,"Austrian, 1889–1966",Austrian,male,1889,1966
24591,Johan Hagemeyer,"American, born Holland. 1884–1962",American,male,1884,1962
24592,Paul Edmund Hahn,"German, 1897–1960",German,male,1897,1960
24593,John P. Heins,"American, 1896–1969",American,male,1896,1969
24594,J. Jay Hirz,"American, 1879–1963",American,male,1879,1963
24595,Bernard Shea Horne,"American, 1867–1933",American,male,1867,1933
24597,"Walter R. Latimer, Sr.","American, 1880–1924",American,male,1880,1924
24598,Paul Parker,American,American,male,0,0
24600,Willi Ruge,"German, 1882–1961",German,male,1882,1961
24601,Kate Steinitz,"American, born Germany. 1889–1975",American,female,1889,1975
24602,Andreas Walser,"Swiss, 1908–1930",Swiss,male,1908,1930
24605,Georgii Zimin,"Russian, 1900–1985",Russian,male,1900,1985
24609,Antoine Demilly,"French, 1892–1964",French,male,1892,1964
24610,Jean Painlevé,"French, 1902–1989",French,male,1902,1989
24619,Flex Development B.V.,"Dutch, established 1988",Dutch,do not identify,1988,0
24627,Jürgen Mayer H.,"German, born 1965",German,male,1965,0
24628,Sebastian Finckh,"German, born 1963",German,male,1963,0
24657,Adolf Meyer,"German, 1881–1929",German,male,1881,1929
24669,Henry Ehlers,"German, born 1897",German,male,1897,0
24671,Fritz Landwehr,"German, 1897–1966",German,male,1897,1966
24697,Tokujin Yoshioka,"Japanese, born 1967",Japanese,male,1967,0
24704,Pandora Design,"Italian, established 1998",Italian,do not identify,1998,0
24705,Giulio Iacchetti,"Italian, born 1966",Italian,male,1966,0
24706,Matteo Ragni,"Italian, born 1972",Italian,male,1972,0
24714,Gustave Falconnier,Swiss,Swiss,male,0,0
24770,Miriam Bäckström,"Swedish, born 1967",Swedish,female,1967,0
24771,Oliver Boberg,"German, born 1965",German,male,1965,0
24772,Edward Burtynsky,"Canadian, born 1955",Canadian,male,1955,0
24777,Maria Magdalena Campos-Pons,"Cuban, born 1959",Cuban,female,1959,0
24801,Paul Etienne Lincoln,"British, born 1959",British,male,1959,0
24859,Elinor Carucci,"Israeli, born 1971",Israeli,female,1971,0
24860,"Willys-Overland Motors, Inc., Toledo, Ohio","American, established 1909",American,do not identify,1909,0
24863,"Micro Compact Car Smart GmbH, Renningen, Germany, and Hambach, France","German and French, founded 1994","German, French",do not identify,1994,0
24864,Ferdinand Porsche,"German, born Bohemia. 1875–1951",German,male,1875,1951
24866,"Volkswagenwerk, Germany",founded 1938,German,do not identify,1938,0
24869,Yinka Shonibare,"British-Nigerian, born 1962",British,male,1962,0
24877,Charles Corte,"American, 1913–1961",American,male,1913,1961
24885,John Waters,"American, born 1946",American,male,1946,0
25038,Porfiry Krylov,"Russian, 1902–1990",Russian,male,1902,1990
25103,Jutta Sika,"Austrian, 1877–1964",Austrian,female,1877,1964
25138,Philip Webb,"British, 1831–1915",British,male,1831,1915
25181,Michaël Borremans,"Belgian, born 1963",Belgian,male,1963,0
25182,Mark Manders,"Dutch, born 1968",Dutch,male,1968,0
25189,Ernesto Neto,"Brazilian, born 1964",Brazilian,male,1964,0
25190,Chloe Piene,"American, born 1972",American,female,1972,0
25298,Reinhard Mucha,"German, born 1950",German,male,1950,0
25299,Chéri Samba,"Congolese, born 1956",Congolese,male,1956,0
25412,Ryan McGinness,"American, born 1972",American,male,1972,0
25414,Julie Mehretu,"American, born Ethiopia 1970",American,female,1970,0
25415,Roxy Paine,"American, born 1966",American,male,1966,0
25430,Jason Middlebrook,"American, born 1966",American,male,1966,0
25465,Huang Yong Ping,"French, born China. 1954–2019",French,male,1954,2019
25478,Theodor Paul Etbauer,"German, 1892–1975",German,male,1892,1975
25480,Daniel Zeller,"American, born 1965",American,male,1965,0
25515,Joey Kötting,"British, born 1966",British,male,1966,0
25520,Jerome Neuner,"American, born 1945",American,male,1945,0
25523,Yoshitomo Nara,"Japanese, born 1959",Japanese,male,1959,0
25552,Gilbert Proesch,"British, born Italy 1943",British,male,1943,0
25577,Robert Beck,"American, born 1959",American,male,1959,0
25581,Jonathan Hammer,"American, born 1960",American,male,1960,0
25582,Arturo Herrera,"Venezuelan, born 1959",Venezuelan,male,1959,0
25599,Denise Green,"Australian, born 1946",Australian,female,1946,0
25615,Mackay Hugh Baillie Scott,"British, 1865–1945",British,male,1865,1945
25843,Jonathan Ive,"British, born 1967",British,male,1967,0
25860,Sergius Ruegenberg,"German, born Russia. 1903–1996",German,male,1903,1996
25956,Enrique Montenegro,"American, born Chile. 1917–2003",American,male,1917,2003
25964,Marlon Castellanos,"Cuban, born 1974",Cuban,male,1974,0
25965,Sandra Ramos,"Cuban, born 1969",Cuban,female,1969,0
25966,"John F. Simon, Jr.","American, born 1963",American,male,1963,0
25967,Ruth Root,"American, born 1967",American,female,1967,0
25973,Paul Noble,"British, born 1963",British,male,1963,0
25977,Jessica Diamond,"American, born 1957",American,female,1957,0
25982,Olafur Eliasson,"Danish and Icelandic, born 1967",Icelandic,male,1967,0
25983,Rodney Graham,"Canadian, 1949–2022",Canadian,male,1949,2022
25997,Myron Goldsmith,"American, 1918–1996",American,do not identify,1918,1996
26078,Alex Gama,"Brazilian, born 1950",Brazilian,male,1950,0
26079,Yun-Fei Ji,"Chinese, born 1963",Chinese,male,1963,0
26088,Harry Lachman,"American, 1886–1975",American,male,1886,1975
26097,Kim Young Jin,"Korean, born 1965",Korean,male,1965,0
26099,Markus Freitag,"Swiss, born 1971",Swiss,male,1971,0
26100,Daniel Freitag,"Swiss, born 1972",Swiss,male,1972,0
26101,"Freitag, Zurich, Switzerland","Zurich, Switzerland",Swiss,do not identify,0,0
26103,Thomas Scheibitz,"German, born 1968",German,male,1968,0
26123,Paul Bonatz,"German, 1877–1956",German,male,1877,1956
26124,Friedrich Eugen Scholer,"German, 1874–1949",German,male,1874,1949
26126,Konstanty Gutschow,"German, 1902–1978",German,male,1902,1978
26128,Adolf Gustav Friedrich Schneck,"German, 1883–1971",German,male,1883,1971
26129,Adolf Abel,"German, born France. 1882–1968",German,male,1882,1968
26130,Alfred Fischer,"German, 1881–1950",German,male,1881,1950
26131,Richard Döcker,"German, 1894–1968",German,male,1894,1968
26134,Ernst Stahl,"German, 1882–1957",German,male,1882,1957
26145,Robert James Leonetti,"American, born 1965",American,male,1965,0
26152,James Dyson,"British, born 1947",British,male,1947,0
26155,Fernando Bryce,"Peruvian, born 1965",Peruvian,male,1965,0
26156,npk industrial design b.v.,"Dutch, established 1979",Dutch,do not identify,1979,0
26158,Wolfram Peters,"Dutch, born 1952",Dutch,male,1952,0
26159,Robert Sluijter,"Dutch, born 1967",Dutch,male,1967,0
26160,Janwillem Bouwknegt,"Dutch, born 1973",Dutch,do not identify,1973,0
26161,Camille van den Brande,"Dutch, born 1966",Dutch,female,1966,0
26162,Paul Groeneveld,"Dutch, born 1974",Dutch,male,1974,0
26163,Dremefa b.v.,Dutch,Dutch,do not identify,0,0
26166,Carl Auböck,"Austrian, 1900–1957",Austrian,male,1900,1957
26169,Ginny Bishton,"American, born 1967",American,female,1967,0
26178,Kai Althoff,"German, born 1966",German,male,1966,0
26195,Charles LeDray,"American, born 1960",American,male,1960,0
26215,Susan Hambleton,"American, born 1940",American,female,1940,0
26216,Sang-Ah Choi,"Korean, born 1971",Korean,female,1971,0
26218,Benjamin Edwards,"American, born 1970",American,male,1970,0
26244,Abel Barroso,"Cuban, born Pinar del Río 1971",Cuban,male,1971,0
26245,Pierre Huyghe,"French, born 1962",French,male,1962,0
26246,Michael Raedecker,"Dutch, born 1963",Dutch,male,1963,0
26247,Angela Bulloch,"Canadian, born 1966",Canadian,female,1966,0
26263,"Duracell International Inc., Bethel, Connecticut","American, founded 1944",American,do not identify,1944,0
26271,Vladimir Borissovitch Yankilevsky,"Russian, born 1938",Russian,do not identify,1938,0
26273,Jules Séeberger (Séeberger Freres),"French, 1872–1932",French,male,1872,1932
26275,J. J. Pieter Oud,"Dutch, 1890–1963",Dutch,male,1890,1963
26276,"W. H. Gispen & Company, Denmark",est. 1916,Dutch,do not identify,1916,0
26299,Lebbeus Woods,"American, 1940–2012",American,male,1940,2012
26316,Sigríður Björnsdóttir,"Icelandic, born 1929",Icelandic,female,1929,0
26336,Robin Page,"British, born 1932",British,male,1932,0
26342,Michael Kalil,"American, 1943–1991",American,male,1943,1991
26353,Julio Montenegro,"Colombian, 1897–1932",Colombian,male,1897,1932
26359,John Wood,"American, 1922–2012",American,male,1922,2012
26361,Jesse Reiser,"American, born 1958",American,male,1958,0
26362,Nanako Umemoto,Japanese,American,female,0,0
26363,Reiser + Umemoto RUR Architecture PC,"USA, est. 1986",American,do not identify,1986,0
26369,Mako Idemitsu,"Japanese, born 1940",Japanese,female,1940,0
26370,Li Yongbin,"Chinese, born 1963",Chinese,female,1963,0
26371,Kristin Lucas,"American, born 1968",American,female,1968,0
26375,Zhang Peili,"Chinese, born 1957",Chinese,male,1957,0
26376,Philip Vincent,"British, born Argentina. 1908–1982",British,male,1908,1982
26377,Phil Irving,"Australian, 1903–1992",Australian,male,1903,1992
26378,"Vincent-HRD Company Ltd., Stevenage, Herts, England","British, 1928–1955",British,do not identify,1928,1955
26380,Alex Moulton,"British, 1920–2012",British,male,1920,2012
26382,Marco Maggi,"Uruguayan, born 1957",Uruguayan,male,1957,0
26393,Greg Lynn,"American, born 1964",American,male,1964,0
26398,United Architects,"American, founded 2002",American,do not identify,2002,0
26402,Imaginary Forces,"USA, est. 1996",American,do not identify,1996,0
26418,Critical Art Ensemble,"American, formed 1987",American,male,1987,0
26421,Louise Wilson,"British, born 1967",British,female,1967,0
26424,Jane Wilson,"British, born 1967",British,female,1967,0
26439,Marina Abramović,"Serbian, born 1946",Serbian,female,1946,0
26440,Seoungho Cho,"Korean, born 1959",Korean,male,1959,0
26441,Paul Pfeiffer,"American, born 1966",American,male,1966,0
26442,Piotr Wyrzykowski,"Polish, born 1968",Polish,male,1968,0
26444,Cedric Buchet,"Danish and French, born France 1974",Danish,male,1974,0
26446,Simone Nieweg,"German, born 1962",German,female,1962,0
26465,Josiah McElheny,"American, born 1966",American,male,1966,0
26470,Alejandro Ruiz,"Argentine, born 1958",Argentine,male,1958,0
26479,Valérie Belin,"French, born 1964",French,female,1964,0
26480,Collier Schorr,"American, born 1963",American,female,1963,0
26482,"Alex Moulton Bicycles, England",established 1958,British,do not identify,1958,0
26488,David Childs,"American, born 1941",American,male,1941,0
26491,Francesco Binfaré,"Italian, born 1939",Italian,male,1939,0
26492,"Edra S.p.A., Italy",founded 1987,Italian,do not identify,1987,0
26508,Philip Johnson / Alan Ritchie Architects,American,American,do not identify,0,0
26512,Claude Closky,"French, born 1963",French,male,1963,0
26516,Robert Polidori,"Canadian, born 1951",Canadian,male,1951,0
26521,Louis Séeberger (Séeberger Frères),"French, 1874–1946",French,male,1874,1946
26522,Henri Séeberger (Séeberger Frères),"French, 1876–1956",French,male,1876,1956
26523,Evelene Wechsler,American,American,female,0,0
26529,John L. Dunmore,"American, 1823–1892",American,male,1823,1892
26540,Martin Roberts,"British, born 1943",British,do not identify,1943,0
26542,Cheryl Donegan,"American, born 1962",American,female,1962,0
26543,Peter Callas,"Australian, born 1952",Australian,male,1952,0
26544,John Pilson,"American, born 1968",American,male,1968,0
26545,Melinda Morey,"American, born 1963",American,female,1963,0
26555,Malick Sidibé,"Malian, 1936–2016",Malian,male,1936,2016
26557,Robert P. Tennant,"American, born 1948",American,do not identify,1948,0
26589,Bob Olodort,"American, born 1946",American,male,1946,0
26597,Bodo Rasch,"German, 1903–1995",German,male,1903,1995
26607,Fred Wilson,"American, born 1954",American,male,1954,0
26614,Rainer Werner Fassbinder,"German, 1945–1982",German,male,1945,1982
26616,Leandro Katz,"Argentine, born 1938",Argentine,male,1938,0
26617,Álvaro Barrios,"Colombian, born 1945",Colombian,male,1945,0
26619,Claudio Perna,"Venezuelan, born Italy. 1938–1997",Venezuelan,male,1938,1997
26620,Regina Silveira,"Brazilian, born 1939",Brazilian,female,1939,0
26625,Federico Fellini,"Italian, 1920–1993",Italian,male,1920,1993
26632,Fabrice Hybert,"French, born 1961",French,male,1961,0
26637,Glen Luchford,"British, born 1968",British,male,1968,0
26650,Charles Currey,"British, 1890–1973",British,male,1890,1973
26654,Vincente Minnelli,"American, 1903–1986",American,male,1903,1986
26661,Agnès Varda,"French, born Belgium. 1928–2019",French,female,1928,2019
26662,Orson Welles,"American, 1915–1985",American,male,1915,1985
26683,Joseph E. Yoakum,"American, 1891 – 1972",American,male,1891,1972
26684,Moshekwa Langa,"South African, born 1975",South African,male,1975,0
26685,Verne Dawson,"American, born 1961",American,male,1961,0
26686,Sid Kaplan,"American, born 1938",American,male,1938,0
26737,Todd Greene,"American, born 1967",American,male,1967,0
26738,"The HeadBlade Company, LLC, Los Angeles, CA","USA, founded 2000",American,do not identify,2000,0
26739,Julio Plaza,"Brazilian, born Spain. 1938–2003",Brazilian,male,1938,2003
